EVENTO;ITENS;CATEGORIA;VALOR
BRUNCH;Salada de Beterrava com Redução de Balsâmico, Chèvre e Nozes Caramelizadas;SALADAS;
BRUNCH;Salada de Lascas de Salmão com Frisée, Alface Roxa, Gergelim, Sour Cream de Wasabi e Teriyaki;SALADAS;
BRUNCH;Tartar Vegetariano de Legumes com Queijo de Cabra e Chips de Raízes;SALADAS;
BRUNCH;Mix de Folhas com Queijo Brie, Damasco, Nozes Caramelizadas e Mel Trufado;SALADAS;
BRUNCH;QUICHES E TORTAS (2 opções);;
BRUNCH;Quiche Lorraine;QUICHES E TORTAS;
BRUNCH;Quiche Alho Poró;QUICHES E TORTAS;
BRUNCH;Quiche de Palmito;QUICHES E TORTAS;
BRUNCH;Quiche de Quatro Queijos;QUICHES E TORTAS;
BRUNCH;Torta Costela Desfiada e Cozida na Cerveja Preta;QUICHES E TORTAS;
BRUNCH;Torta Frango com Requeijão;QUICHES E TORTAS;
BRUNCH;Torta Caprese de Tomates Assados;QUICHES E TORTAS;
BRUNCH;Torta de Bacalhau;QUICHES E TORTAS;
BRUNCH;Torta de Cogumelos;QUICHES E TORTAS;
BRUNCH;Torta Ratatouille (vegano);QUICHES E TORTAS;
BRUNCH;PRATO ESPECIAL DO CHEF (1 opção);;
BRUNCH;Agnolotti de Mussarela ao Molho de Tomates Rústicos com Espuma de Parmesão e Amêndoas;PRATO ESPECIAL DO CHEF;
BRUNCH;Sorrentini de Ricota com Espinafre ao Molho Bechamel com Parmesão Ralado;PRATO ESPECIAL DO CHEF;
BRUNCH;Tortelli de Burrata com Limão Siciliano, ao Molho de Tomate e Manjericão Fresco;PRATO ESPECIAL DO CHEF;
BRUNCH;Tortelli de Queijo Brie com Emulsão de Manteiga com Azeite Trufado e Espuma de Parmesão;PRATO ESPECIAL DO CHEF;
BRUNCH;Penne ao Molho de Tomate com Mussarela de Búfala, Azeitonas Laminadas, Tomate Seco, Manjericão e Lascas de Parmesão;PRATO ESPECIAL DO CHEF;
BRUNCH;Nhoque de Mandioquinha ao Molho de Cogumelos Trufados;PRATO ESPECIAL DO CHEF;
BRUNCH;Nhoque de Abóbora Defumada com Molho de Tomate e Bacon Bites (vegano);PRATO ESPECIAL DO CHEF;
BRUNCH;Bobó Vegano de Abóbora com Cogumelos (vegano);PRATO ESPECIAL DO CHEF;
BRUNCH;SOBREMESAS (2 opções);;
BRUNCH;Cheesecake de Morango;SOBREMESAS;
BRUNCH;Pudim de Ninho com Nutella;SOBREMESAS;
BRUNCH;Mousse de Chocolate com Calda de Morango;SOBREMESAS;
BRUNCH;Torta de Chocolate Branco com Morangos;SOBREMESAS;
BRUNCH;Torta de Brigadeiro;SOBREMESAS;
BRUNCH;Coconut (Cheesecake de Iogurte Grego com Chantilly de Coco e Compota de Abacaxi);SOBREMESAS;
BRUNCH;Bolo Toalha Felpuda de Coco;SOBREMESAS;
BRUNCH;Merengue de Frutas Tropicais;SOBREMESAS;
BRUNCH;Choux de Baunilha;SOBREMESAS;
BRUNCH;Torta de Limão Azedinha;SOBREMESAS;
BRUNCH;Brigadeirão;SOBREMESAS;
BRUNCH;Bolo de Milho Cremoso;SOBREMESAS;
BRUNCH;Bolo de Cenoura com Chocolate;SOBREMESAS;
BRUNCH;Bolo de Chocolate com Ganache;SOBREMESAS;
BRUNCH;Bolo de Churros com Doce de Leite;SOBREMESAS;
BRUNCH;Torta de Pêra VEGAN;SOBREMESAS;
BRUNCH;Pudim de Leite de Castanhas VEGAN;SOBREMESAS;
BRUNCH;Frutas da Estação (laminadas ou cubos);FRUTAS DA ESTAÇÃO;
