EVENTO;ITENS;CATEGORIA;VALOR
ALMOÇO EM BUFFET - VIP;Couscous Marroquino com Mix de Verdes Legumes Crocantes e Tapenade de Azeitonas com toque de Azeite de Limão Siciliano;SALADAS;
ALMOÇO EM BUFFET - VIP;PRATOS PRINCIPAIS (1 opção);;
ALMOÇO EM BUFFET - VIP;Boeuf Bourguignon com Legumes Braseados e Echalots;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Medalhão de Mignon ao Molho Roti;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Mignon ao Clássico Molho Poivre;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Mignon com Fonduta de Gorgonzola,;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Cubos de Mignon ao Molho de Vinho Tinto;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Escondidinho de Carne Seca com Purê de Batatas e Catupiry;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Bife de Tiras com Fonduta de Gorgonzola;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Steak Ancho Suíno ao Molho Chimichurri;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Ballotine de Frango Recheado com Queijo, Tomate Seco e Rúcula ao Molho Bechamel;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Ballotine de Frango Recheado de Presunto e Queijo ao Molho Bechamel;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Coxa e Sobrecoxa de Frango ao Molho de Tangerina (desossado);PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Pescada Branca Grelhada com Ervas;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Saint Peter ao Molho de Moqueca;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Salmão Grelhado ao Molho de Maracujá;PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Polenta Cremosa finalizada no Azeite com Cogumelos e Legumes da Estação Braseados (vegano);PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;Bobó Vegano de Abóbora com Cogumelos (vegano);PRATOS PRINCIPAIS;
ALMOÇO EM BUFFET - VIP;ACOMPANHAMENTOS (2 opções);;
ALMOÇO EM BUFFET - VIP;Purê de Abóbora;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Mix de Legumes Orgânicos Assados;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Musseline de Mandioquinha com Azeite Lemon;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Batata Rústica com Alho Tostado e Alecrim;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Arroz Branco com Amêndoas Laminadas;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Risoto Brasuca: Pupunha, Catupiry e Queijo Coalho,;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Rigatone ao Molho Funghi;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Penne ao Molho de Tomates Rústicos com Raspas de Limão Siciliano, Folhas de Manjericão;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Rigatone ao Molho de Açafrão e Lascas de Tomate Seco Fresco e Parmesão Ralado;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Sorrentini de Linguicinha Artesanal Defumada ao Molho de Tomates e Lascas de Parmesão;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Ratatouille;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Risoto Caprese com Tomatinhos e Mussarelinhas de Búfala;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Brócolis Grelhados com Alho Tostadinho;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;Farofinha de Mandioca Tostada com Bacon e Cheiro Verde;ACOMPANHAMENTOS;
ALMOÇO EM BUFFET - VIP;SOBREMESAS (1 opção);;
ALMOÇO EM BUFFET - VIP;Cheesecake de Morango;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Pudim de Ninho com Nutella;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Mousse de Chocolate com Calda de Morango;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Torta de Chocolate Branco com Morangos;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Torta de Chocolate com Praliné;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Coconut (Cheesecake de Iogurte Grego com Chantilly de Coco e Compota de Abacaxi);SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Merengue de Frutas Tropicais;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Torta Floresta Negra By ROJO;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Mousse de Chocolate ao Leite;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Torta de Brigadeiro;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Banoffee;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Choux de Baunilha;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Brigadeirão;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;Pudim de Leite de Castanhas VEGAN;SOBREMESAS;
ALMOÇO EM BUFFET - VIP;FRUTAS DA ESTAÇÃO (adicional VIP);;
ALMOÇO EM BUFFET - VIP;Frutas da Estação (laminadas ou cubos);FRUTAS DA ESTAÇÃO;
